,user_id,start_at,end_at,routine
0,P3021,00:00:00,00:15:00,INDOOR
1,P3021,00:15:00,00:30:00,INDOOR
2,P3021,00:30:00,00:45:00,INDOOR
3,P3021,00:45:00,01:00:00,INDOOR
4,P3021,01:00:00,01:15:00,INDOOR
5,P3021,01:15:00,01:30:00,INDOOR
6,P3021,02:15:00,02:30:00,INDOOR
7,P3021,02:30:00,02:45:00,INDOOR
8,P3021,02:45:00,03:00:00,SLEEP
9,P3021,03:00:00,03:15:00,SLEEP
10,P3021,03:15:00,03:30:00,SLEEP
11,P3021,03:30:00,03:45:00,SLEEP
12,P3021,03:45:00,04:00:00,SLEEP
13,P3021,04:00:00,04:15:00,SLEEP
14,P3021,04:15:00,04:30:00,SLEEP
15,P3021,04:30:00,04:45:00,SLEEP
16,P3021,04:45:00,05:00:00,SLEEP
17,P3021,05:00:00,05:15:00,SLEEP
18,P3021,05:15:00,05:30:00,SLEEP
19,P3021,05:30:00,05:45:00,SLEEP
20,P3021,05:45:00,06:00:00,SLEEP
21,P3021,06:00:00,06:15:00,SLEEP
22,P3021,06:15:00,06:30:00,SLEEP
23,P3021,06:30:00,06:45:00,SLEEP
24,P3021,06:45:00,07:00:00,SLEEP
25,P3021,07:00:00,07:15:00,SLEEP
26,P3021,07:15:00,07:30:00,SLEEP
27,P3021,07:30:00,07:45:00,SLEEP
28,P3021,07:45:00,08:00:00,INDOOR
29,P3021,08:00:00,08:15:00,CLASS
30,P3021,08:15:00,08:30:00,CLASS
31,P3021,08:30:00,08:45:00,CLASS
32,P3021,08:45:00,09:00:00,CLASS
33,P3021,09:00:00,09:15:00,CLASS
34,P3021,09:30:00,09:45:00,CLASS
35,P3021,09:45:00,10:00:00,CLASS
36,P3021,10:00:00,10:15:00,CLASS
37,P3021,10:15:00,10:30:00,CLASS
38,P3021,10:30:00,10:45:00,CLASS
39,P3021,10:45:00,11:00:00,CLASS
40,P3021,11:00:00,11:15:00,CLASS
41,P3021,11:15:00,11:30:00,CLASS
42,P3021,11:30:00,11:45:00,CLASS
43,P3021,11:45:00,12:00:00,CLASS
44,P3021,12:00:00,12:15:00,CLASS
45,P3021,12:15:00,12:30:00,MEAL
46,P3021,12:30:00,12:45:00,CLASS
47,P3021,12:45:00,13:00:00,CLASS
48,P3021,13:00:00,13:15:00,CLASS
49,P3021,13:15:00,13:30:00,CLASS
50,P3021,13:30:00,13:45:00,CLASS
51,P3021,13:45:00,14:00:00,CLASS
52,P3021,14:00:00,14:15:00,CLASS
53,P3021,14:15:00,14:30:00,CLASS
54,P3021,14:30:00,14:45:00,CLASS
55,P3021,14:45:00,15:00:00,CLASS
56,P3021,15:00:00,15:15:00,CLASS
57,P3021,15:15:00,15:30:00,CLASS
58,P3021,15:30:00,15:45:00,CLASS
59,P3021,15:45:00,16:00:00,CLASS
60,P3021,16:00:00,16:15:00,CLASS
61,P3021,16:15:00,16:30:00,CLASS
62,P3021,16:30:00,16:45:00,CLASS
63,P3021,16:45:00,17:00:00,EXERCISE
64,P3021,17:00:00,17:15:00,CLASS
65,P3021,17:15:00,17:30:00,INDOOR
66,P3021,17:30:00,17:45:00,INDOOR
67,P3021,17:45:00,18:00:00,INDOOR
68,P3021,18:00:00,18:15:00,MEAL
69,P3021,18:15:00,18:30:00,INDOOR
70,P3021,18:30:00,18:45:00,CLASS
71,P3021,18:45:00,19:00:00,CLASS
72,P3021,19:00:00,19:15:00,CLASS
73,P3021,19:15:00,19:30:00,CLASS
74,P3021,19:30:00,19:45:00,CLASS
75,P3021,19:45:00,20:00:00,STUDY
76,P3021,20:00:00,20:15:00,STUDY
77,P3021,20:15:00,20:30:00,STUDY
78,P3021,20:30:00,20:45:00,STUDY
79,P3021,20:45:00,21:00:00,STUDY
80,P3021,21:00:00,21:15:00,CLASS
81,P3021,21:15:00,21:30:00,CLASS
82,P3021,21:30:00,21:45:00,CLASS
83,P3021,21:45:00,22:00:00,CLASS
84,P3021,22:00:00,22:15:00,CLASS
85,P3021,22:15:00,22:30:00,STUDY
86,P3021,22:30:00,22:45:00,CLASS
87,P3021,22:45:00,23:00:00,STUDY
88,P3021,23:00:00,23:15:00,INDOOR
89,P3021,23:15:00,23:30:00,INDOOR
90,P3021,23:45:00,00:00:00,INDOOR
