,user_id,start_at,end_at,routine
0,P3027,00:00:00,00:15:00,INDOOR
1,P3027,00:15:00,00:30:00,INDOOR
2,P3027,00:30:00,00:45:00,INDOOR
3,P3027,00:45:00,01:00:00,INDOOR
4,P3027,01:15:00,01:30:00,INDOOR
5,P3027,01:30:00,01:45:00,INDOOR
6,P3027,01:45:00,02:00:00,INDOOR
7,P3027,02:00:00,02:15:00,INDOOR
8,P3027,02:15:00,02:30:00,INDOOR
9,P3027,02:30:00,02:45:00,INDOOR
10,P3027,02:45:00,03:00:00,INDOOR
11,P3027,03:00:00,03:15:00,INDOOR
12,P3027,03:15:00,03:30:00,SLEEP
13,P3027,03:30:00,03:45:00,SLEEP
14,P3027,03:45:00,04:00:00,SLEEP
15,P3027,04:00:00,04:15:00,SLEEP
16,P3027,04:15:00,04:30:00,SLEEP
17,P3027,04:30:00,04:45:00,SLEEP
18,P3027,04:45:00,05:00:00,SLEEP
19,P3027,05:00:00,05:15:00,SLEEP
20,P3027,05:15:00,05:30:00,INDOOR
21,P3027,05:30:00,05:45:00,SLEEP
22,P3027,05:45:00,06:00:00,SLEEP
23,P3027,06:00:00,06:15:00,SLEEP
24,P3027,06:15:00,06:30:00,SLEEP
25,P3027,06:30:00,06:45:00,INDOOR
26,P3027,06:45:00,07:00:00,SLEEP
27,P3027,07:00:00,07:15:00,SLEEP
28,P3027,07:15:00,07:30:00,INDOOR
29,P3027,07:30:00,07:45:00,SLEEP
30,P3027,07:45:00,08:00:00,INDOOR
31,P3027,08:00:00,08:15:00,SLEEP
32,P3027,08:15:00,08:30:00,INDOOR
33,P3027,08:30:00,08:45:00,SLEEP
34,P3027,08:45:00,09:00:00,SLEEP
35,P3027,09:00:00,09:15:00,INDOOR
36,P3027,10:00:00,10:15:00,CLASS
37,P3027,10:15:00,10:30:00,CLASS
38,P3027,11:30:00,11:45:00,CLASS
39,P3027,12:00:00,12:15:00,INDOOR
40,P3027,14:15:00,14:30:00,INDOOR
41,P3027,15:00:00,15:15:00,INDOOR
42,P3027,15:15:00,15:30:00,INDOOR
43,P3027,15:30:00,15:45:00,INDOOR
44,P3027,15:45:00,16:00:00,INDOOR
45,P3027,16:00:00,16:15:00,CLASS
46,P3027,16:15:00,16:30:00,CLASS
47,P3027,16:30:00,16:45:00,CLASS
48,P3027,16:45:00,17:00:00,CLASS
49,P3027,17:00:00,17:15:00,CLASS
50,P3027,17:15:00,17:30:00,CLASS
51,P3027,17:30:00,17:45:00,CLASS
52,P3027,17:45:00,18:00:00,CLASS
53,P3027,18:00:00,18:15:00,CLASS
54,P3027,18:15:00,18:30:00,CLASS
55,P3027,18:30:00,18:45:00,CLASS
56,P3027,19:00:00,19:15:00,CLASS
57,P3027,19:15:00,19:30:00,CLASS
58,P3027,19:30:00,19:45:00,CLASS
59,P3027,19:45:00,20:00:00,CLASS
60,P3027,20:00:00,20:15:00,CLASS
61,P3027,20:15:00,20:30:00,CLASS
62,P3027,20:30:00,20:45:00,CLASS
63,P3027,20:45:00,21:00:00,CLASS
64,P3027,21:00:00,21:15:00,CLASS
65,P3027,21:15:00,21:30:00,INDOOR
66,P3027,21:30:00,21:45:00,INDOOR
67,P3027,21:45:00,22:00:00,INDOOR
68,P3027,22:00:00,22:15:00,INDOOR
