,user_id,start_at,end_at,routine
0,P3029,00:00:00,00:15:00,INDOOR
1,P3029,00:15:00,00:30:00,INDOOR
2,P3029,00:30:00,00:45:00,INDOOR
3,P3029,00:45:00,01:00:00,STUDY
4,P3029,02:00:00,02:15:00,STUDY
5,P3029,02:45:00,03:00:00,SLEEP
6,P3029,03:00:00,03:15:00,SLEEP
7,P3029,03:15:00,03:30:00,SLEEP
8,P3029,03:30:00,03:45:00,SLEEP
9,P3029,03:45:00,04:00:00,SLEEP
10,P3029,04:00:00,04:15:00,SLEEP
11,P3029,04:15:00,04:30:00,SLEEP
12,P3029,04:30:00,04:45:00,SLEEP
13,P3029,04:45:00,05:00:00,SLEEP
14,P3029,05:00:00,05:15:00,SLEEP
15,P3029,05:15:00,05:30:00,SLEEP
16,P3029,05:30:00,05:45:00,SLEEP
17,P3029,05:45:00,06:00:00,SLEEP
18,P3029,06:00:00,06:15:00,SLEEP
19,P3029,06:15:00,06:30:00,SLEEP
20,P3029,06:30:00,06:45:00,SLEEP
21,P3029,06:45:00,07:00:00,SLEEP
22,P3029,07:00:00,07:15:00,SLEEP
23,P3029,07:15:00,07:30:00,SLEEP
24,P3029,07:30:00,07:45:00,SLEEP
25,P3029,07:45:00,08:00:00,SLEEP
26,P3029,08:00:00,08:15:00,SLEEP
27,P3029,08:15:00,08:30:00,SLEEP
28,P3029,08:30:00,08:45:00,SLEEP
29,P3029,08:45:00,09:00:00,SLEEP
30,P3029,09:00:00,09:15:00,SLEEP
31,P3029,09:15:00,09:30:00,SLEEP
32,P3029,09:30:00,09:45:00,SLEEP
33,P3029,09:45:00,10:00:00,CLASS
34,P3029,10:00:00,10:15:00,CLASS
35,P3029,10:15:00,10:30:00,CLASS
36,P3029,10:30:00,10:45:00,SLEEP
37,P3029,10:45:00,11:00:00,INDOOR
38,P3029,11:00:00,11:15:00,CLASS
39,P3029,11:15:00,11:30:00,INDOOR
40,P3029,11:30:00,11:45:00,CLASS
41,P3029,11:45:00,12:00:00,INDOOR
42,P3029,12:00:00,12:15:00,CLASS
43,P3029,12:15:00,12:30:00,MEAL
44,P3029,12:30:00,12:45:00,MEAL
45,P3029,12:45:00,13:00:00,INDOOR
46,P3029,13:00:00,13:15:00,INDOOR
47,P3029,13:15:00,13:30:00,CLASS
48,P3029,13:30:00,13:45:00,CLASS
49,P3029,13:45:00,14:00:00,CLASS
50,P3029,14:00:00,14:15:00,CLASS
51,P3029,14:15:00,14:30:00,MEAL
52,P3029,14:30:00,14:45:00,INDOOR
53,P3029,14:45:00,15:00:00,CLASS
54,P3029,15:00:00,15:15:00,INDOOR
55,P3029,15:30:00,15:45:00,INDOOR
56,P3029,15:45:00,16:00:00,STUDY
57,P3029,16:00:00,16:15:00,INDOOR
58,P3029,17:15:00,17:30:00,INDOOR
59,P3029,17:30:00,17:45:00,INDOOR
60,P3029,17:45:00,18:00:00,EXERCISE
61,P3029,18:00:00,18:15:00,EXERCISE
62,P3029,18:15:00,18:30:00,INDOOR
63,P3029,18:30:00,18:45:00,INDOOR
64,P3029,18:45:00,19:00:00,INDOOR
65,P3029,19:00:00,19:15:00,INDOOR
66,P3029,19:15:00,19:30:00,INDOOR
67,P3029,19:30:00,19:45:00,INDOOR
68,P3029,19:45:00,20:00:00,INDOOR
69,P3029,20:00:00,20:15:00,INDOOR
70,P3029,20:15:00,20:30:00,INDOOR
71,P3029,20:30:00,20:45:00,INDOOR
72,P3029,20:45:00,21:00:00,INDOOR
73,P3029,21:00:00,21:15:00,INDOOR
74,P3029,21:15:00,21:30:00,INDOOR
75,P3029,21:30:00,21:45:00,STUDY
76,P3029,21:45:00,22:00:00,INDOOR
77,P3029,22:45:00,23:00:00,STUDY
78,P3029,23:15:00,23:30:00,STUDY
79,P3029,23:45:00,00:00:00,STUDY
