user_id,start_at,end_at,weekday,routine
P3025,00:00:00,00:15:00,3,INDOOR
P3025,00:15:00,00:30:00,2,CLASS
P3025,00:30:00,00:45:00,3,INDOOR
P3025,00:45:00,01:00:00,2,CLASS
P3025,00:45:00,01:00:00,3,INDOOR
P3025,00:45:00,01:00:00,6,SLEEP
P3025,01:00:00,01:15:00,2,INDOOR
P3025,01:00:00,01:15:00,5,SLEEP
P3025,01:00:00,01:15:00,6,SLEEP
P3025,01:15:00,01:30:00,4,SLEEP
P3025,01:15:00,01:30:00,5,SLEEP
P3025,01:15:00,01:30:00,6,SLEEP
P3025,01:30:00,01:45:00,3,SLEEP
P3025,01:30:00,01:45:00,4,SLEEP
P3025,01:30:00,01:45:00,5,SLEEP
P3025,01:30:00,01:45:00,6,SLEEP
P3025,01:45:00,02:00:00,3,SLEEP
P3025,01:45:00,02:00:00,4,SLEEP
P3025,01:45:00,02:00:00,5,SLEEP
P3025,01:45:00,02:00:00,6,SLEEP
P3025,02:00:00,02:15:00,2,SLEEP
P3025,02:00:00,02:15:00,3,SLEEP
P3025,02:00:00,02:15:00,4,SLEEP
P3025,02:00:00,02:15:00,5,SLEEP
P3025,02:00:00,02:15:00,6,SLEEP
P3025,02:15:00,02:30:00,2,SLEEP
P3025,02:15:00,02:30:00,3,SLEEP
P3025,02:15:00,02:30:00,4,SLEEP
P3025,02:15:00,02:30:00,5,SLEEP
P3025,02:15:00,02:30:00,6,SLEEP
P3025,02:30:00,02:45:00,2,SLEEP
P3025,02:30:00,02:45:00,3,SLEEP
P3025,02:30:00,02:45:00,4,SLEEP
P3025,02:30:00,02:45:00,5,SLEEP
P3025,02:30:00,02:45:00,6,SLEEP
P3025,02:45:00,03:00:00,2,INDOOR
P3025,02:45:00,03:00:00,3,SLEEP
P3025,02:45:00,03:00:00,4,SLEEP
P3025,02:45:00,03:00:00,5,SLEEP
P3025,02:45:00,03:00:00,6,SLEEP
P3025,03:00:00,03:15:00,2,SLEEP
P3025,03:00:00,03:15:00,3,SLEEP
P3025,03:00:00,03:15:00,4,SLEEP
P3025,03:00:00,03:15:00,5,SLEEP
P3025,03:00:00,03:15:00,6,SLEEP
P3025,03:15:00,03:30:00,2,SLEEP
