user_id,start_at,end_at,weekday,routine
P3023,00:00:00,00:15:00,4,SLEEP
P3023,00:00:00,00:15:00,5,SLEEP
P3023,00:15:00,00:30:00,4,SLEEP
P3023,00:15:00,00:30:00,5,SLEEP
P3023,00:30:00,00:45:00,4,SLEEP
P3023,00:30:00,00:45:00,5,SLEEP
P3023,00:45:00,01:00:00,4,SLEEP
P3023,00:45:00,01:00:00,5,SLEEP
P3023,01:00:00,01:15:00,4,SLEEP
P3023,01:00:00,01:15:00,5,SLEEP
P3023,01:15:00,01:30:00,4,SLEEP
P3023,01:15:00,01:30:00,5,SLEEP
P3023,01:30:00,01:45:00,4,SLEEP
P3023,01:30:00,01:45:00,5,SLEEP
P3023,01:45:00,02:00:00,4,SLEEP
P3023,02:00:00,02:15:00,4,SLEEP
P3023,02:15:00,02:30:00,4,SLEEP
P3023,02:30:00,02:45:00,4,SLEEP
P3023,02:30:00,02:45:00,6,SLEEP
P3023,02:45:00,03:00:00,4,SLEEP
P3023,02:45:00,03:00:00,6,SLEEP
P3023,03:00:00,03:15:00,4,SLEEP
P3023,03:00:00,03:15:00,6,SLEEP
P3023,03:15:00,03:30:00,4,SLEEP
P3023,03:15:00,03:30:00,6,SLEEP
P3023,03:30:00,03:45:00,4,SLEEP
P3023,03:30:00,03:45:00,6,SLEEP
P3023,03:45:00,04:00:00,4,SLEEP
P3023,03:45:00,04:00:00,6,SLEEP
P3023,04:00:00,04:15:00,4,SLEEP
P3023,04:00:00,04:15:00,6,SLEEP
P3023,04:15:00,04:30:00,4,SLEEP
P3023,04:15:00,04:30:00,6,SLEEP
P3023,04:30:00,04:45:00,4,SLEEP
P3023,04:30:00,04:45:00,6,SLEEP
P3023,04:45:00,05:00:00,4,SLEEP
P3023,04:45:00,05:00:00,6,SLEEP
P3023,05:00:00,05:15:00,4,SLEEP
P3023,05:00:00,05:15:00,6,SLEEP
P3023,05:15:00,05:30:00,4,SLEEP
P3023,05:15:00,05:30:00,6,SLEEP
P3023,05:30:00,05:45:00,6,SLEEP
P3023,05:45:00,06:00:00,6,SLEEP
P3023,06:00:00,06:15:00,6,SLEEP
P3023,06:15:00,06:30:00,6,SLEEP
P3023,06:30:00,06:45:00,6,SLEEP
P3023,06:45:00,07:00:00,6,SLEEP
P3023,07:00:00,07:15:00,6,SLEEP
P3023,07:15:00,07:30:00,6,SLEEP
P3023,07:30:00,07:45:00,6,SLEEP
P3023,07:45:00,08:00:00,6,SLEEP
P3023,08:00:00,08:15:00,6,SLEEP
P3023,08:15:00,08:30:00,6,SLEEP
P3023,08:30:00,08:45:00,6,SLEEP
P3023,08:45:00,09:00:00,6,SLEEP
P3023,09:00:00,09:15:00,6,SLEEP
P3023,09:15:00,09:30:00,6,SLEEP
P3023,09:30:00,09:45:00,6,SLEEP
P3023,09:45:00,10:00:00,6,SLEEP
P3023,10:00:00,10:15:00,6,SLEEP
P3023,10:15:00,10:30:00,6,SLEEP
P3023,10:30:00,10:45:00,6,SLEEP
P3023,10:45:00,11:00:00,6,SLEEP
P3023,11:00:00,11:15:00,6,SLEEP
P3023,11:15:00,11:30:00,6,SLEEP
P3023,19:45:00,20:00:00,0,INDOOR
P3023,21:30:00,21:45:00,5,SLEEP
P3023,21:45:00,22:00:00,4,SLEEP
P3023,21:45:00,22:00:00,5,SLEEP
P3023,22:00:00,22:15:00,4,SLEEP
P3023,22:00:00,22:15:00,5,SLEEP
P3023,22:15:00,22:30:00,4,SLEEP
P3023,22:15:00,22:30:00,5,SLEEP
P3023,22:30:00,22:45:00,4,SLEEP
P3023,22:30:00,22:45:00,5,SLEEP
P3023,22:45:00,23:00:00,4,SLEEP
P3023,22:45:00,23:00:00,5,SLEEP
P3023,23:00:00,23:15:00,4,SLEEP
P3023,23:00:00,23:15:00,5,SLEEP
P3023,23:15:00,23:30:00,4,SLEEP
P3023,23:15:00,23:30:00,5,SLEEP
P3023,23:30:00,23:45:00,4,SLEEP
P3023,23:30:00,23:45:00,5,SLEEP
P3023,23:45:00,00:00:00,4,SLEEP
P3023,23:45:00,00:00:00,5,SLEEP
