user_id,start_at,end_at,weekday,routine
P3018,00:00:00,00:15:00,2,EXERCISE
P3018,00:00:00,00:15:00,5,EXERCISE
P3018,00:15:00,00:30:00,2,INDOOR
P3018,00:15:00,00:30:00,3,INDOOR
P3018,00:30:00,00:45:00,3,INDOOR
P3018,01:00:00,01:15:00,1,INDOOR
P3018,01:15:00,01:30:00,3,SLEEP
P3018,01:30:00,01:45:00,3,SLEEP
P3018,01:45:00,02:00:00,3,SLEEP
P3018,01:45:00,02:00:00,5,SLEEP
P3018,02:00:00,02:15:00,1,SLEEP
P3018,02:00:00,02:15:00,3,SLEEP
P3018,02:00:00,02:15:00,5,SLEEP
P3018,02:15:00,02:30:00,1,SLEEP
P3018,02:15:00,02:30:00,2,SLEEP
P3018,02:15:00,02:30:00,3,SLEEP
P3018,02:15:00,02:30:00,5,SLEEP
P3018,02:15:00,02:30:00,6,SLEEP
P3018,02:30:00,02:45:00,1,SLEEP
P3018,02:30:00,02:45:00,2,SLEEP
P3018,02:30:00,02:45:00,3,SLEEP
P3018,02:30:00,02:45:00,4,SLEEP
P3018,02:30:00,02:45:00,5,SLEEP
P3018,02:30:00,02:45:00,6,SLEEP
P3018,02:45:00,03:00:00,1,SLEEP
P3018,02:45:00,03:00:00,2,SLEEP
P3018,02:45:00,03:00:00,3,SLEEP
P3018,02:45:00,03:00:00,4,SLEEP
P3018,02:45:00,03:00:00,5,SLEEP
P3018,02:45:00,03:00:00,6,SLEEP
P3018,03:00:00,03:15:00,1,SLEEP
P3018,03:00:00,03:15:00,2,SLEEP
P3018,03:00:00,03:15:00,3,SLEEP
P3018,03:00:00,03:15:00,4,SLEEP
P3018,03:00:00,03:15:00,5,SLEEP
P3018,03:00:00,03:15:00,6,SLEEP
P3018,03:15:00,03:30:00,1,SLEEP
P3018,03:15:00,03:30:00,2,SLEEP
P3018,03:15:00,03:30:00,3,SLEEP
P3018,03:15:00,03:30:00,4,SLEEP
P3018,03:15:00,03:30:00,5,SLEEP
P3018,03:15:00,03:30:00,6,SLEEP
P3018,03:30:00,03:45:00,0,SLEEP
P3018,03:30:00,03:45:00,1,SLEEP
P3018,03:30:00,03:45:00,2,SLEEP
P3018,03:30:00,03:45:00,3,SLEEP
P3018,03:30:00,03:45:00,4,SLEEP
P3018,03:30:00,03:45:00,5,SLEEP
P3018,03:30:00,03:45:00,6,SLEEP
P3018,03:45:00,04:00:00,0,SLEEP
P3018,03:45:00,04:00:00,1,SLEEP
P3018,03:45:00,04:00:00,2,SLEEP
P3018,03:45:00,04:00:00,3,SLEEP
P3018,03:45:00,04:00:00,4,SLEEP
P3018,03:45:00,04:00:00,5,SLEEP
P3018,03:45:00,04:00:00,6,SLEEP
P3018,04:00:00,04:15:00,0,SLEEP
P3018,04:00:00,04:15:00,1,SLEEP
P3018,04:00:00,04:15:00,2,SLEEP
P3018,04:00:00,04:15:00,3,SLEEP
P3018,04:00:00,04:15:00,4,SLEEP
P3018,04:00:00,04:15:00,5,SLEEP
P3018,04:00:00,04:15:00,6,SLEEP
P3018,04:15:00,04:30:00,0,SLEEP
P3018,04:15:00,04:30:00,1,SLEEP
P3018,04:15:00,04:30:00,2,SLEEP
P3018,04:15:00,04:30:00,3,SLEEP
P3018,04:15:00,04:30:00,4,SLEEP
P3018,04:15:00,04:30:00,5,SLEEP
P3018,04:15:00,04:30:00,6,SLEEP
P3018,04:30:00,04:45:00,0,SLEEP
P3018,04:30:00,04:45:00,1,SLEEP
P3018,04:30:00,04:45:00,2,SLEEP
P3018,04:30:00,04:45:00,3,SLEEP
P3018,04:30:00,04:45:00,4,SLEEP
P3018,04:30:00,04:45:00,5,SLEEP
P3018,04:30:00,04:45:00,6,SLEEP
P3018,04:45:00,05:00:00,0,SLEEP
P3018,04:45:00,05:00:00,1,SLEEP
P3018,04:45:00,05:00:00,2,SLEEP
P3018,04:45:00,05:00:00,3,SLEEP
P3018,04:45:00,05:00:00,4,SLEEP
P3018,04:45:00,05:00:00,5,SLEEP
P3018,04:45:00,05:00:00,6,SLEEP
P3018,05:00:00,05:15:00,0,SLEEP
P3018,05:00:00,05:15:00,1,SLEEP
P3018,05:00:00,05:15:00,2,SLEEP
P3018,05:00:00,05:15:00,3,SLEEP
P3018,05:00:00,05:15:00,4,SLEEP
P3018,05:00:00,05:15:00,5,SLEEP
P3018,05:00:00,05:15:00,6,SLEEP
P3018,05:15:00,05:30:00,0,SLEEP
P3018,05:15:00,05:30:00,1,SLEEP
P3018,05:15:00,05:30:00,2,SLEEP
P3018,05:15:00,05:30:00,3,SLEEP
P3018,05:15:00,05:30:00,4,SLEEP
P3018,05:15:00,05:30:00,5,SLEEP
P3018,05:15:00,05:30:00,6,SLEEP
P3018,05:30:00,05:45:00,0,SLEEP
P3018,05:30:00,05:45:00,1,SLEEP
P3018,05:30:00,05:45:00,2,SLEEP
P3018,05:30:00,05:45:00,3,SLEEP
P3018,05:30:00,05:45:00,4,SLEEP
P3018,05:30:00,05:45:00,5,SLEEP
P3018,05:30:00,05:45:00,6,SLEEP
P3018,05:45:00,06:00:00,0,SLEEP
P3018,05:45:00,06:00:00,1,SLEEP
P3018,05:45:00,06:00:00,2,SLEEP
P3018,05:45:00,06:00:00,3,SLEEP
P3018,05:45:00,06:00:00,4,SLEEP
P3018,05:45:00,06:00:00,5,SLEEP
P3018,05:45:00,06:00:00,6,SLEEP
P3018,06:00:00,06:15:00,0,SLEEP
P3018,06:00:00,06:15:00,1,SLEEP
P3018,06:00:00,06:15:00,2,SLEEP
P3018,06:00:00,06:15:00,3,SLEEP
P3018,06:00:00,06:15:00,4,SLEEP
P3018,06:00:00,06:15:00,5,SLEEP
