,user_id,start_at,end_at,routine
0,P3023,00:00:00,00:15:00,SLEEP
1,P3023,00:15:00,00:30:00,SLEEP
2,P3023,00:30:00,00:45:00,SLEEP
3,P3023,00:45:00,01:00:00,SLEEP
4,P3023,01:00:00,01:15:00,SLEEP
5,P3023,01:15:00,01:30:00,SLEEP
6,P3023,01:30:00,01:45:00,SLEEP
7,P3023,01:45:00,02:00:00,SLEEP
8,P3023,02:00:00,02:15:00,SLEEP
9,P3023,02:15:00,02:30:00,SLEEP
10,P3023,02:30:00,02:45:00,SLEEP
11,P3023,02:45:00,03:00:00,SLEEP
12,P3023,03:00:00,03:15:00,SLEEP
13,P3023,03:15:00,03:30:00,SLEEP
14,P3023,03:30:00,03:45:00,SLEEP
15,P3023,03:45:00,04:00:00,SLEEP
16,P3023,04:00:00,04:15:00,SLEEP
17,P3023,04:15:00,04:30:00,SLEEP
18,P3023,04:30:00,04:45:00,SLEEP
19,P3023,04:45:00,05:00:00,SLEEP
20,P3023,05:00:00,05:15:00,SLEEP
21,P3023,05:15:00,05:30:00,SLEEP
22,P3023,05:30:00,05:45:00,SLEEP
23,P3023,05:45:00,06:00:00,SLEEP
24,P3023,06:00:00,06:15:00,SLEEP
25,P3023,06:15:00,06:30:00,SLEEP
26,P3023,06:30:00,06:45:00,SLEEP
27,P3023,06:45:00,07:00:00,SLEEP
28,P3023,07:00:00,07:15:00,SLEEP
29,P3023,07:15:00,07:30:00,SLEEP
30,P3023,07:30:00,07:45:00,SLEEP
31,P3023,07:45:00,08:00:00,SLEEP
32,P3023,08:00:00,08:15:00,SLEEP
33,P3023,08:15:00,08:30:00,SLEEP
34,P3023,08:30:00,08:45:00,SLEEP
35,P3023,08:45:00,09:00:00,SLEEP
36,P3023,09:00:00,09:15:00,SLEEP
37,P3023,09:15:00,09:30:00,SLEEP
38,P3023,09:30:00,09:45:00,SLEEP
39,P3023,09:45:00,10:00:00,SLEEP
40,P3023,10:00:00,10:15:00,SLEEP
41,P3023,10:15:00,10:30:00,SLEEP
42,P3023,10:30:00,10:45:00,SLEEP
43,P3023,10:45:00,11:00:00,SLEEP
44,P3023,11:00:00,11:15:00,SLEEP
45,P3023,11:15:00,11:30:00,SLEEP
46,P3023,19:45:00,20:00:00,INDOOR
47,P3023,21:30:00,21:45:00,SLEEP
48,P3023,21:45:00,22:00:00,SLEEP
49,P3023,22:00:00,22:15:00,SLEEP
50,P3023,22:15:00,22:30:00,SLEEP
51,P3023,22:30:00,22:45:00,SLEEP
52,P3023,22:45:00,23:00:00,SLEEP
53,P3023,23:00:00,23:15:00,SLEEP
54,P3023,23:15:00,23:30:00,SLEEP
55,P3023,23:30:00,23:45:00,SLEEP
56,P3023,23:45:00,00:00:00,SLEEP
