,user_id,start_at,end_at,routine
0,P3025,00:00:00,00:15:00,INDOOR
1,P3025,00:15:00,00:30:00,CLASS
2,P3025,00:30:00,00:45:00,INDOOR
3,P3025,00:45:00,01:00:00,CLASS
4,P3025,01:00:00,01:15:00,SLEEP
5,P3025,01:15:00,01:30:00,SLEEP
6,P3025,01:30:00,01:45:00,SLEEP
7,P3025,01:45:00,02:00:00,SLEEP
8,P3025,02:00:00,02:15:00,SLEEP
9,P3025,02:15:00,02:30:00,SLEEP
10,P3025,02:30:00,02:45:00,SLEEP
11,P3025,02:45:00,03:00:00,SLEEP
12,P3025,03:00:00,03:15:00,SLEEP
13,P3025,03:15:00,03:30:00,SLEEP
14,P3025,03:30:00,03:45:00,SLEEP
15,P3025,03:45:00,04:00:00,SLEEP
16,P3025,04:00:00,04:15:00,SLEEP
17,P3025,04:15:00,04:30:00,SLEEP
18,P3025,04:30:00,04:45:00,SLEEP
19,P3025,04:45:00,05:00:00,SLEEP
20,P3025,05:00:00,05:15:00,SLEEP
21,P3025,05:15:00,05:30:00,SLEEP
22,P3025,05:30:00,05:45:00,SLEEP
23,P3025,05:45:00,06:00:00,SLEEP
24,P3025,06:00:00,06:15:00,SLEEP
25,P3025,06:15:00,06:30:00,SLEEP
26,P3025,06:30:00,06:45:00,SLEEP
27,P3025,06:45:00,07:00:00,SLEEP
28,P3025,07:00:00,07:15:00,SLEEP
29,P3025,07:15:00,07:30:00,INDOOR
30,P3025,07:30:00,07:45:00,SLEEP
31,P3025,07:45:00,08:00:00,SLEEP
32,P3025,08:00:00,08:15:00,SLEEP
33,P3025,08:15:00,08:30:00,INDOOR
34,P3025,08:30:00,08:45:00,CLASS
35,P3025,09:15:00,09:30:00,CLASS
36,P3025,09:30:00,09:45:00,INDOOR
37,P3025,09:45:00,10:00:00,INDOOR
38,P3025,10:00:00,10:15:00,INDOOR
39,P3025,10:15:00,10:30:00,CLASS
40,P3025,10:30:00,10:45:00,CLASS
41,P3025,10:45:00,11:00:00,CLASS
42,P3025,11:00:00,11:15:00,CLASS
43,P3025,11:15:00,11:30:00,CLASS
44,P3025,11:30:00,11:45:00,CLASS
45,P3025,11:45:00,12:00:00,CLASS
46,P3025,12:00:00,12:15:00,CLASS
47,P3025,12:15:00,12:30:00,CLASS
48,P3025,12:30:00,12:45:00,CLASS
49,P3025,12:45:00,13:00:00,CLASS
50,P3025,13:00:00,13:15:00,CLASS
51,P3025,13:15:00,13:30:00,CLASS
52,P3025,13:30:00,13:45:00,CLASS
53,P3025,13:45:00,14:00:00,CLASS
54,P3025,14:00:00,14:15:00,CLASS
55,P3025,14:15:00,14:30:00,CLASS
56,P3025,14:30:00,14:45:00,CLASS
57,P3025,14:45:00,15:00:00,CLASS
58,P3025,15:00:00,15:15:00,CLASS
59,P3025,15:15:00,15:30:00,CLASS
60,P3025,15:30:00,15:45:00,CLASS
61,P3025,15:45:00,16:00:00,CLASS
62,P3025,16:00:00,16:15:00,CLASS
63,P3025,16:15:00,16:30:00,CLASS
64,P3025,16:30:00,16:45:00,CLASS
65,P3025,16:45:00,17:00:00,CLASS
66,P3025,17:00:00,17:15:00,CLASS
67,P3025,17:15:00,17:30:00,CLASS
68,P3025,17:30:00,17:45:00,CLASS
69,P3025,17:45:00,18:00:00,CLASS
70,P3025,18:00:00,18:15:00,CLASS
71,P3025,18:15:00,18:30:00,CLASS
72,P3025,18:30:00,18:45:00,CLASS
73,P3025,19:45:00,20:00:00,CLASS
74,P3025,20:00:00,20:15:00,CLASS
75,P3025,20:15:00,20:30:00,CLASS
76,P3025,21:00:00,21:15:00,CLASS
77,P3025,21:45:00,22:00:00,CLASS
78,P3025,22:00:00,22:15:00,CLASS
79,P3025,22:30:00,22:45:00,MEAL
80,P3025,23:00:00,23:15:00,MEAL
81,P3025,23:30:00,23:45:00,INDOOR
82,P3025,23:45:00,00:00:00,INDOOR
