user_id,start_at,end_at,weekday,routine
P3028,00:00:00,00:15:00,0,STUDY
P3028,00:00:00,00:15:00,3,INDOOR
P3028,00:00:00,00:15:00,4,MEAL
P3028,00:15:00,00:30:00,2,INDOOR
P3028,00:45:00,01:00:00,2,INDOOR
P3028,00:45:00,01:00:00,3,INDOOR
P3028,01:00:00,01:15:00,2,INDOOR
P3028,01:00:00,01:15:00,3,INDOOR
P3028,01:15:00,01:30:00,0,STUDY
P3028,01:15:00,01:30:00,2,CLASS
P3028,01:30:00,01:45:00,0,STUDY
P3028,01:30:00,01:45:00,2,SLEEP
P3028,01:45:00,02:00:00,0,STUDY
P3028,01:45:00,02:00:00,2,SLEEP
P3028,01:45:00,02:00:00,3,INDOOR
P3028,01:45:00,02:00:00,4,INDOOR
P3028,02:00:00,02:15:00,2,SLEEP
P3028,02:00:00,02:15:00,6,STUDY
P3028,02:15:00,02:30:00,2,SLEEP
P3028,02:30:00,02:45:00,0,STUDY
P3028,02:30:00,02:45:00,2,SLEEP
P3028,02:45:00,03:00:00,2,SLEEP
P3028,02:45:00,03:00:00,6,STUDY
P3028,03:00:00,03:15:00,2,SLEEP
P3028,03:00:00,03:15:00,6,STUDY
P3028,03:15:00,03:30:00,2,SLEEP
P3028,03:15:00,03:30:00,5,STUDY
P3028,03:30:00,03:45:00,2,SLEEP
P3028,03:45:00,04:00:00,2,SLEEP
P3028,04:00:00,04:15:00,2,SLEEP
P3028,04:15:00,04:30:00,2,SLEEP
P3028,04:15:00,04:30:00,6,STUDY
P3028,04:30:00,04:45:00,2,SLEEP
P3028,04:30:00,04:45:00,6,STUDY
P3028,04:45:00,05:00:00,2,SLEEP
P3028,04:45:00,05:00:00,6,STUDY
P3028,05:00:00,05:15:00,2,SLEEP
P3028,05:15:00,05:30:00,2,SLEEP
P3028,05:15:00,05:30:00,3,STUDY
P3028,05:30:00,05:45:00,2,SLEEP
P3028,05:30:00,05:45:00,3,STUDY
P3028,05:45:00,06:00:00,2,SLEEP
P3028,05:45:00,06:00:00,6,STUDY
P3028,06:00:00,06:15:00,2,STUDY
P3028,06:15:00,06:30:00,5,STUDY
P3028,06:30:00,06:45:00,2,STUDY
P3028,06:45:00,07:00:00,2,STUDY
P3028,07:00:00,07:15:00,5,SLEEP
P3028,07:15:00,07:30:00,5,SLEEP
P3028,07:30:00,07:45:00,5,SLEEP
P3028,07:45:00,08:00:00,5,SLEEP
P3028,08:00:00,08:15:00,2,STUDY
P3028,08:00:00,08:15:00,5,SLEEP
P3028,08:00:00,08:15:00,6,STUDY
P3028,08:15:00,08:30:00,5,SLEEP
P3028,08:30:00,08:45:00,5,SLEEP
P3028,08:30:00,08:45:00,6,STUDY
P3028,08:45:00,09:00:00,2,STUDY
P3028,08:45:00,09:00:00,3,STUDY
P3028,08:45:00,09:00:00,5,SLEEP
P3028,08:45:00,09:00:00,6,STUDY
P3028,09:00:00,09:15:00,1,CLASS
P3028,09:00:00,09:15:00,2,CLASS
P3028,09:00:00,09:15:00,3,CLASS
P3028,09:00:00,09:15:00,4,INDOOR
P3028,09:00:00,09:15:00,5,SLEEP
P3028,09:00:00,09:15:00,6,STUDY
