,user_id,start_at,end_at,routine
0,P3028,00:00:00,00:15:00,INDOOR
1,P3028,00:15:00,00:30:00,INDOOR
2,P3028,00:45:00,01:00:00,INDOOR
3,P3028,01:00:00,01:15:00,INDOOR
4,P3028,01:15:00,01:30:00,CLASS
5,P3028,01:30:00,01:45:00,SLEEP
6,P3028,01:45:00,02:00:00,INDOOR
7,P3028,02:00:00,02:15:00,SLEEP
8,P3028,02:15:00,02:30:00,SLEEP
9,P3028,02:30:00,02:45:00,SLEEP
10,P3028,02:45:00,03:00:00,SLEEP
11,P3028,03:00:00,03:15:00,SLEEP
12,P3028,03:15:00,03:30:00,SLEEP
13,P3028,03:30:00,03:45:00,SLEEP
14,P3028,03:45:00,04:00:00,SLEEP
15,P3028,04:00:00,04:15:00,SLEEP
16,P3028,04:15:00,04:30:00,STUDY
17,P3028,04:30:00,04:45:00,SLEEP
18,P3028,04:45:00,05:00:00,STUDY
19,P3028,05:00:00,05:15:00,SLEEP
20,P3028,05:15:00,05:30:00,SLEEP
21,P3028,05:30:00,05:45:00,SLEEP
22,P3028,05:45:00,06:00:00,STUDY
23,P3028,06:00:00,06:15:00,STUDY
24,P3028,06:15:00,06:30:00,STUDY
25,P3028,06:30:00,06:45:00,STUDY
26,P3028,06:45:00,07:00:00,STUDY
27,P3028,07:00:00,07:15:00,SLEEP
28,P3028,07:15:00,07:30:00,SLEEP
29,P3028,07:30:00,07:45:00,SLEEP
30,P3028,07:45:00,08:00:00,SLEEP
31,P3028,08:00:00,08:15:00,STUDY
32,P3028,08:15:00,08:30:00,SLEEP
33,P3028,08:30:00,08:45:00,SLEEP
34,P3028,08:45:00,09:00:00,STUDY
35,P3028,09:00:00,09:15:00,CLASS
36,P3028,09:15:00,09:30:00,CLASS
37,P3028,09:30:00,09:45:00,INDOOR
38,P3028,09:45:00,10:00:00,CLASS
39,P3028,10:00:00,10:15:00,CLASS
40,P3028,10:15:00,10:30:00,CLASS
41,P3028,10:30:00,10:45:00,CLASS
42,P3028,10:45:00,11:00:00,CLASS
43,P3028,11:00:00,11:15:00,STUDY
44,P3028,11:15:00,11:30:00,INDOOR
45,P3028,11:30:00,11:45:00,INDOOR
46,P3028,11:45:00,12:00:00,INDOOR
47,P3028,12:00:00,12:15:00,CLASS
48,P3028,12:15:00,12:30:00,INDOOR
49,P3028,12:30:00,12:45:00,INDOOR
50,P3028,12:45:00,13:00:00,INDOOR
51,P3028,13:00:00,13:15:00,INDOOR
52,P3028,13:15:00,13:30:00,INDOOR
53,P3028,13:30:00,13:45:00,INDOOR
54,P3028,13:45:00,14:00:00,INDOOR
55,P3028,14:15:00,14:30:00,CLASS
56,P3028,14:30:00,14:45:00,INDOOR
57,P3028,14:45:00,15:00:00,CLASS
58,P3028,15:00:00,15:15:00,CLASS
59,P3028,15:15:00,15:30:00,INDOOR
60,P3028,15:30:00,15:45:00,INDOOR
61,P3028,15:45:00,16:00:00,INDOOR
62,P3028,16:00:00,16:15:00,INDOOR
63,P3028,16:15:00,16:30:00,INDOOR
64,P3028,16:30:00,16:45:00,INDOOR
65,P3028,16:45:00,17:00:00,INDOOR
66,P3028,17:00:00,17:15:00,INDOOR
67,P3028,17:15:00,17:30:00,INDOOR
68,P3028,17:30:00,17:45:00,INDOOR
69,P3028,17:45:00,18:00:00,INDOOR
70,P3028,18:00:00,18:15:00,INDOOR
71,P3028,18:15:00,18:30:00,INDOOR
72,P3028,18:30:00,18:45:00,INDOOR
73,P3028,18:45:00,19:00:00,INDOOR
74,P3028,19:00:00,19:15:00,INDOOR
75,P3028,19:15:00,19:30:00,INDOOR
76,P3028,19:30:00,19:45:00,INDOOR
77,P3028,19:45:00,20:00:00,INDOOR
78,P3028,20:30:00,20:45:00,STUDY
79,P3028,21:15:00,21:30:00,INDOOR
80,P3028,21:30:00,21:45:00,INDOOR
81,P3028,21:45:00,22:00:00,INDOOR
82,P3028,22:00:00,22:15:00,INDOOR
83,P3028,22:15:00,22:30:00,INDOOR
84,P3028,22:30:00,22:45:00,INDOOR
85,P3028,22:45:00,23:00:00,INDOOR
86,P3028,23:00:00,23:15:00,INDOOR
87,P3028,23:15:00,23:30:00,INDOOR
88,P3028,23:45:00,00:00:00,INDOOR
